"from_user_id","to_user_id","betweenness"
"3763","9025",132.217948717949
"527","6232",6693.57925021803
"6126","110",349.471912230436
"110","3565",180
"3516","527",464
"9253","527",444.382783882784
"9282","1455",466
"1723","7651",41.8888888888889
"3526","9288",180
"6049","3526",124.320808832519
"6216","9240",994
"9308","9306",1
"110","9307",180
"364","790",119.69588233404
"9319","773",1
"9333","9332",1
"6126","9336",2
"18","1237",4.97063357063357
"9308","9240",465
"7723","1954",2
"1723","1831",94.5243180349063
"3526","364",102.259853142131
"8937","1738",3
"9337","9365",1
"6039","9368",1
"7723","9373",1
"6436","3661",3
"6","9379",180
"6039","3415",1
"9337","9383",1
"527","3661",498.857142857143
"1630","1831",550.005952380952
"3661","9095",182
"9394","1237",466
"1455","9383",178
"3661","9411",182
"1607","3661",3
"8937","3661",3
"6126","9420",2
"3661","3661",0
"6232","9013",90
"1237","1237",0
"3661","3661",0
"9240","9038",178
"8957","1831",487.617216117216
"9337","1831",465
"1145","9383",1
"12","9434",180
"4832","9448",182
"1543","9445",1
"1543","9409",1
"6232","9013",90
"6","9473",180
"1237","9477",160.711538461538
"9240","1237",1387
"9253","8957",23.6172161172161
"9319","9492",1
"9506","9500",1
"6126","9530",2
"9533","9520",1
"9505","1915",1
"339","9523",180
"6126","9540",2
"5014","7681",1
"6232","9548",180
"9551","2157",466
"3526","4832",6
"6039","9562",1
"9275","2157",465
"9129","753",125.979354373745
"9308","1478",1
"110","9552",180
"9337","9540",1
"1145","9608",1
"1237","1831",1565.74500529331
"9613","6138",1.28571428571429
"6232","4865",30.8485181485181
"6232","9334",180
"9627","1738",3
"5014","9095",1
"9240","9648",180
"6039","6229",1
"9129","8957",2
"9129","9562",1
"6436","1488",1
"9275","1739",1
"8937","1557",456
"1557","7605",359
"6126","1831",35.23630049594
"1557","9528",180
"8957","9700",3
"7548","189",1
"2157","1738",13.590873015873
"6126","1831",35.23630049594
"8878","9690",1
"6126","9725",2
"6126","9477",2
"3526","9477",17.2884615384615
"6232","9725",178
"110","1831",263.368865856366
"1237","1831",1565.74500529331
"7548","9755",1
"9763","9725",1
"3526","1557",2104.36188642043
"6126","1831",35.23630049594
"6126","9780",2
"6232","189",7.31904761904762
"6039","9797",1
"8955","9796",1
"6126","9803",2
"9129","7715",1
"6232","9613",180.285714285714
"110","6",788.349783169611
"9820","6211",58.6454602980972
"9244","9828",1
"9244","9803",1
"9719","9095",1
"6232","9690",178
"9244","1455",466
"9837","9682",1
"9836","9836",0
"9835","9567",1
"6039","9865",1
"110","9865",177
"9871","9870",1
"6126","9865",1
"110","9820",315.571818572574
"6126","9865",1
"110","9889",15.4404761904762
"18","9886",180
"6126","3490",2
"796","6203",179
"796","3354",24.32678458773
"9820","527",542.926358274477
"626","9900",1
"3526","9913",180
"6232","9889",6.93333333333333
"7723","3655",464
"3576","9902",95.5915810768752
"1831","9933",180
"6126","1831",35.23630049594
"1630","3354",96.5407284382285
"6232","9576",180
"96","1630",152.480952380952
"9988","9985",1
"9872","3655",466
"4927","9983",1
"10027","10024",1
"6126","9902",2
"7723","9983",1
"6126","1831",35.23630049594
"6039","9889",1
"6126","3354",6
"9897","9889",1
"9897","1831",95.2044584500467
"1831","1630",261.445963203463
"6126","1831",35.23630049594
"96","10044",180
"9897","9690",1
"527","10013",180
"527","9889",153.62619047619
"96","10064",180
"10028","4832",3
"9578","10078",1
"3526","10089",180
"3526","10090",180
"10076","8996",1
"10097","9757",1
"6126","1831",35.23630049594
"10113","9948",1
"4927","9902",1
"10134","6112",467
"6126","1831",35.23630049594
"931","9690",1
"110","9912",177
"6126","2052",3
"10171","9598",1
"6232","10182",180
"528","1898",32.131182826835
"3526","9902",2
"6039","9912",0.333333333333333
"6232","3662",83.5438311688312
"768","9912",2
"6039","9912",0.333333333333333
"6039","9912",0.333333333333333
"2052","9889",2
"6232","9371",180
"6336","9300",1
"10215","7509",1
"10215","9889",1
"110","9902",80.4084189231248
"96","10216",177
"10049","7651",1
"10049","1831",464
"10215","10235",1
"10215","894",1
"3526","10235",179
"6232","1898",17.7878136356397
"110","2052",178
"10257","6126",491
"6436","26",1
"6126","10216",2
"6126","10290",2
"9595","9595",0
"10113","7651",1
"3526","10322",180
"10113","9415",1
"6232","10325",89.5
"6232","10325",89.5
"9897","10325",1
"6126","9038",1
"2011","10357",181
"8937","10360",1
"10375","10339",1
"10215","10348",1
"6126","1801",2
"10215","9902",0.5
"10215","10380",1
"6336","10360",1
"6232","9897",373.969444444444
"6232","7692",180
"10225","10398",1
"10049","10216",1
"6232","527",348.615715047039
"10215","9654",1
"3526","10420",90
"3526","10420",90
"6126","10319",2
"527","10112",170.583333333333
"6232","10241",180
"9793","10319",1
"991","1835",360
"1831","991",573.089073834662
"6126","10484",2
"8937","10484",1
"10492","10484",1
"6436","10426",1
"6232","10484",177
"10215","8934",1
"12","10112",9.41666666666667
"6039","3673",1
"6126","8945",2
"6126","10529",1
"6126","10529",1
"1419","10518",1
"1419","9383",1
"10515","6358",1
"527","8861",179
"6126","10516",2
"10225","10548",1
"6039","1915",1
"7723","10558",1
"6126","10564",2
"6436","10553",1
"6436","3490",1
"6232","10586",178
"6232","3490",177
"6126","10586",2
"6232","1738",2.25
"6436","75",1
"6126","10619",2
"10215","1831",214.200268466588
"6126","10049",2
"10368","10637",1
"1831","10652",180
"10215","10657",1
"10661","9690",1
"6232","10408",180
"10666","527",466
"9337","10558",1
"1145","10669",1
"527","10681",180
"7605","10685",180
"9011","10682",1
"626","1237",466
"10661","10657",1
"527","10701",180
"10661","10685",1
"6436","10710",1
"6436","10674",1
"10661","1723",462
"10661","10674",1
"10215","9902",0.5
"339","10674",177
"9897","10718",180
"8937","10674",1
"1723","10657",178
"9253","9253",0
"6126","10751",2
"9129","10760",1
"1145","10757",1
"1723","10760",93.4450216450217
"3526","685",17.3214285714286
"1831","10760",264.554978354978
"35","1831",230.253979207141
"6232","6358",80.5892857142857
"6232","10789",180
"10800","2248",1
"6126","7533",1
"2011","10424",181
"6126","10810",2
"1831","10825",180
"6126","10849",2
"9897","3671",381.764985994398
"10215","1831",214.200268466588
"10849","10849",0
"10849","10849",0
"1723","10849",72.759040959041
"1237","10849",105.240959040959
"6232","364",221.481934317674
"10215","796",32.5994630668232
"9319","527",466
"9129","10760",1
"10760","10924",181
"1723","10907",180
